invoice_id,item_id,product_id,brand_id,product_type_id,quantity,unit_selling_price,final_product_price
74,149,6,25,36,1,3167.00,3167.00
74,150,6,24,36,1,710.00,710.00
75,151,4,20,35,1,6724.00,6724.00
75,152,2,14,14,2,6912.00,13824.00
76,153,1,4,6,1,6048.00,6048.00
76,154,2,14,17,2,5052.00,10104.00
76,155,1,10,9,1,1772.00,1772.00
77,156,1,2,2,1,4399.00,4399.00
78,157,1,1,8,1,4602.00,4602.00
79,158,6,24,36,1,1624.00,1624.00
79,159,6,24,36,1,5209.00,5209.00
80,160,1,5,8,1,2123.00,2123.00
80,161,3,19,26,1,3048.00,3048.00
81,162,1,2,7,1,4932.00,4932.00
81,163,3,19,20,1,2353.00,2353.00
81,164,1,1,3,1,4880.00,4880.00
82,165,1,2,2,1,6550.00,6550.00
82,166,2,17,15,2,6862.00,13724.00
82,167,4,21,34,1,3736.00,3736.00
83,168,4,22,33,1,696.00,696.00
83,169,3,19,21,1,2154.00,2154.00
83,170,1,10,3,1,4812.00,4812.00
84,171,2,15,12,2,550.00,1100.00
84,172,3,19,23,1,3365.00,3365.00
85,173,2,12,16,2,6917.00,13834.00
85,174,2,13,15,2,1461.00,2922.00
86,175,3,19,21,1,2752.00,2752.00
87,176,4,21,32,1,3967.00,3967.00
88,177,4,20,32,1,4853.00,4853.00
88,178,4,22,35,1,5903.00,5903.00
88,179,4,21,30,1,584.00,584.00
89,180,2,17,15,2,1373.00,2746.00
90,181,3,19,22,1,6298.00,6298.00
91,182,2,15,17,2,6439.00,12878.00
91,183,2,12,18,2,4192.00,8384.00
91,184,1,5,5,1,4676.00,4676.00
92,185,2,11,15,2,5420.00,10840.00
92,186,6,25,36,1,4103.00,4103.00
93,187,4,21,32,1,6333.00,6333.00
94,188,3,18,29,1,854.00,854.00
95,189,4,22,34,1,4471.00,4471.00
96,190,1,8,4,1,2228.00,2228.00
96,191,6,24,36,1,2416.00,2416.00
96,192,1,5,7,1,1405.00,1405.00
97,193,1,1,4,1,2813.00,2813.00
98,194,2,12,18,2,1080.00,2160.00
99,195,1,4,11,1,627.00,627.00
99,196,6,24,36,1,3278.00,3278.00
100,197,4,20,31,1,2788.00,2788.00
101,198,1,9,3,1,4200.00,4200.00
102,199,1,3,10,1,2831.00,2831.00
102,200,1,6,4,1,5023.00,5023.00
103,201,6,25,36,1,798.00,798.00
104,202,4,20,35,1,2040.00,2040.00
104,203,2,15,18,2,6301.00,12602.00
104,204,2,17,15,2,1971.00,3942.00
105,205,3,18,20,1,5271.00,5271.00
105,206,4,20,31,1,6899.00,6899.00
105,207,3,19,29,1,3042.00,3042.00
106,208,4,20,31,1,5089.00,5089.00
107,209,6,25,36,1,6525.00,6525.00
108,210,6,24,36,1,5207.00,5207.00
109,211,1,8,7,1,3574.00,3574.00
109,212,1,10,2,1,4272.00,4272.00
110,213,3,19,21,1,2026.00,2026.00
110,214,4,21,35,1,5302.00,5302.00
111,215,4,21,33,1,3499.00,3499.00
111,216,3,18,27,1,4500.00,4500.00
111,217,2,16,13,2,5196.00,10392.00
112,218,1,7,8,1,6992.00,6992.00
113,219,2,15,13,2,5298.00,10596.00
113,220,1,10,3,1,6334.00,6334.00
113,221,4,22,35,1,4389.00,4389.00
114,222,2,14,16,2,3080.00,6160.00
114,223,3,18,22,1,3350.00,3350.00
115,224,4,22,34,1,4227.00,4227.00
115,225,2,13,12,2,875.00,1750.00
116,226,3,18,23,1,6265.00,6265.00
116,227,2,14,16,2,4237.00,8474.00
117,228,6,24,36,1,5536.00,5536.00
118,229,6,24,36,1,3204.00,3204.00
119,230,1,10,2,1,818.00,818.00
119,231,1,1,5,1,4938.00,4938.00
119,232,3,19,23,1,6299.00,6299.00
120,233,4,22,32,1,3611.00,3611.00
121,234,3,18,29,1,5642.00,5642.00
121,235,6,25,36,1,3699.00,3699.00
121,236,2,12,12,2,2735.00,5470.00
122,237,6,25,36,1,6589.00,6589.00
123,238,1,5,2,1,4190.00,4190.00
123,239,1,2,9,1,5222.00,5222.00
124,240,2,12,18,2,2422.00,4844.00
125,241,1,5,6,1,2218.00,2218.00
126,242,1,3,11,1,5084.00,5084.00
127,243,1,5,2,1,6521.00,6521.00
128,244,2,16,13,2,1293.00,2586.00
129,245,4,22,33,1,6027.00,6027.00
129,246,3,18,29,1,6413.00,6413.00
129,247,2,12,17,2,3234.00,6468.00
130,248,6,25,36,1,4835.00,4835.00
130,249,4,22,32,1,6691.00,6691.00
131,250,2,12,17,2,3891.00,7782.00
132,251,6,24,36,1,4210.00,4210.00
132,252,6,25,36,1,3928.00,3928.00
132,253,4,22,32,1,1455.00,1455.00
133,254,4,20,34,1,4831.00,4831.00
133,255,6,25,36,1,575.00,575.00
134,256,2,13,18,2,2609.00,5218.00
134,257,2,11,13,2,6709.00,13418.00
134,258,4,21,34,1,3506.00,3506.00
135,259,1,4,11,1,5832.00,5832.00
135,260,4,21,32,1,1931.00,1931.00
135,261,3,18,29,1,684.00,684.00
136,262,3,19,21,1,2400.00,2400.00
136,263,6,25,36,1,1373.00,1373.00
136,264,6,25,36,1,3247.00,3247.00
137,265,3,18,20,1,6799.00,6799.00
137,266,2,11,15,2,6471.00,12942.00
138,267,6,25,36,1,5301.00,5301.00
138,268,1,10,4,1,2755.00,2755.00
138,269,3,18,20,1,976.00,976.00
139,270,3,18,20,1,614.00,614.00
139,271,4,22,33,1,2819.00,2819.00
140,272,4,20,30,1,6615.00,6615.00
140,273,1,9,9,1,2964.00,2964.00
140,274,4,20,33,1,1060.00,1060.00
141,275,6,24,36,1,2018.00,2018.00
141,276,1,10,4,1,6281.00,6281.00
141,277,2,13,18,2,576.00,1152.00
142,278,4,21,34,1,3820.00,3820.00
142,279,2,11,14,2,1183.00,2366.00
142,280,3,19,21,1,1163.00,1163.00
143,281,3,19,21,1,5733.00,5733.00
144,282,3,19,27,1,1389.00,1389.00
144,283,2,15,15,2,1357.00,2714.00
144,284,6,25,36,1,4242.00,4242.00
145,285,3,18,28,1,2794.00,2794.00
145,286,3,19,19,1,5409.00,5409.00
145,287,4,21,32,1,2467.00,2467.00
146,288,1,10,4,1,1841.00,1841.00
147,289,6,24,36,1,4280.00,4280.00
147,290,6,25,36,1,5761.00,5761.00
148,291,4,21,35,1,4846.00,4846.00
148,292,2,13,14,2,2820.00,5640.00
149,293,1,5,4,1,2999.00,2999.00
149,294,2,15,13,2,6795.00,13590.00
150,295,4,20,33,1,4524.00,4524.00
150,296,3,19,21,1,5282.00,5282.00
151,297,4,20,33,1,5290.00,5290.00
151,298,1,9,5,1,3439.00,3439.00
151,299,1,1,4,1,5518.00,5518.00
152,300,3,19,20,1,2619.00,2619.00
153,301,6,25,36,1,4249.00,4249.00
154,302,3,19,27,1,6445.00,6445.00
155,303,4,21,31,1,1718.00,1718.00
155,304,3,19,25,1,4026.00,4026.00
156,305,1,8,6,1,5330.00,5330.00
156,306,2,12,14,2,2413.00,4826.00
156,307,1,3,9,1,2407.00,2407.00
157,308,4,22,33,1,2367.00,2367.00
157,309,3,19,21,1,5523.00,5523.00
157,310,3,19,25,1,5802.00,5802.00
158,311,4,22,31,1,1063.00,1063.00
158,312,4,22,31,1,6672.00,6672.00
159,313,4,21,32,1,5342.00,5342.00
159,314,6,24,36,1,6073.00,6073.00
159,315,4,21,32,1,6141.00,6141.00
160,316,1,4,8,1,1251.00,1251.00
161,317,3,18,27,1,6030.00,6030.00
161,318,1,4,3,1,6302.00,6302.00
162,319,2,16,12,2,1358.00,2716.00
163,320,6,24,36,1,2382.00,2382.00
163,321,6,24,36,1,4926.00,4926.00
164,322,6,24,36,1,5780.00,5780.00
164,323,6,25,36,1,3641.00,3641.00
164,324,1,7,6,1,704.00,704.00
165,325,3,18,27,1,3835.00,3835.00
165,326,6,25,36,1,3988.00,3988.00
166,327,4,20,35,1,2192.00,2192.00
167,328,3,18,22,1,1544.00,1544.00
167,329,6,25,36,1,5126.00,5126.00
167,330,3,18,23,1,542.00,542.00
168,331,6,24,36,1,1545.00,1545.00
169,332,2,15,18,2,4260.00,8520.00
170,333,4,20,32,1,4386.00,4386.00
170,334,3,19,24,1,1041.00,1041.00
171,335,1,8,8,1,1370.00,1370.00
171,336,2,14,12,2,5926.00,11852.00
172,337,4,21,34,1,4715.00,4715.00
172,338,2,16,14,2,1601.00,3202.00
173,339,4,21,35,1,4622.00,4622.00
174,340,3,18,20,1,2819.00,2819.00
174,341,2,15,15,2,2852.00,5704.00
174,342,4,22,35,1,3792.00,3792.00
175,343,2,13,12,2,6124.00,12248.00
175,344,1,9,10,1,609.00,609.00
175,345,4,20,32,1,1400.00,1400.00
176,346,6,24,36,1,1412.00,1412.00
177,347,3,19,26,1,6495.00,6495.00
178,348,4,22,30,1,6510.00,6510.00
179,349,3,18,20,1,3168.00,3168.00
179,350,3,19,29,1,1097.00,1097.00
180,351,3,19,23,1,6972.00,6972.00
180,352,3,19,21,1,2006.00,2006.00
180,353,4,21,31,1,1858.00,1858.00
181,354,6,24,36,1,6614.00,6614.00
182,355,1,10,11,1,4358.00,4358.00
183,356,4,21,32,1,5338.00,5338.00
183,357,3,19,22,1,6259.00,6259.00
183,358,2,15,18,2,6640.00,13280.00
184,359,6,25,36,1,2959.00,2959.00
184,360,6,25,36,1,2145.00,2145.00
184,361,4,21,34,1,796.00,796.00
185,362,2,16,17,2,5383.00,10766.00
186,363,6,25,36,1,5573.00,5573.00
186,364,3,18,29,1,5065.00,5065.00
186,365,1,10,8,1,5524.00,5524.00
187,366,1,10,2,1,1229.00,1229.00
187,367,2,14,16,2,4717.00,9434.00
187,368,2,17,18,2,3822.00,7644.00
188,369,6,24,36,1,1037.00,1037.00
188,370,3,19,25,1,4550.00,4550.00
188,371,2,14,18,2,3055.00,6110.00
189,372,3,18,19,1,4498.00,4498.00
189,373,2,12,18,2,2230.00,4460.00
190,374,3,18,25,1,5891.00,5891.00
190,375,3,18,20,1,4562.00,4562.00
191,376,1,4,3,1,3243.00,3243.00
192,377,6,24,36,1,4563.00,4563.00
192,378,2,13,15,2,1904.00,3808.00
193,379,1,6,6,1,3455.00,3455.00
193,380,3,18,24,1,1318.00,1318.00
194,381,4,20,30,1,5719.00,5719.00
194,382,1,10,8,1,6226.00,6226.00
194,383,4,22,31,1,2462.00,2462.00
195,384,1,1,8,1,677.00,677.00
196,385,1,10,11,1,1723.00,1723.00
196,386,3,18,25,1,547.00,547.00
196,387,3,18,23,1,3407.00,3407.00
197,388,2,11,12,2,1558.00,3116.00
198,389,1,4,4,1,2428.00,2428.00
199,390,1,1,4,1,3233.00,3233.00
200,391,2,11,18,2,6213.00,12426.00
200,392,4,20,30,1,5393.00,5393.00
201,393,2,15,14,2,5075.00,10150.00
202,394,4,20,30,1,2760.00,2760.00
202,395,3,18,19,1,4096.00,4096.00
202,396,6,24,36,1,5510.00,5510.00
203,397,3,19,26,1,1413.00,1413.00
204,398,3,19,22,1,1395.00,1395.00
205,399,2,17,12,2,3247.00,6494.00
205,400,3,19,28,1,2720.00,2720.00
205,401,1,10,3,1,1781.00,1781.00
206,402,3,18,22,1,1118.00,1118.00
206,403,3,19,26,1,3809.00,3809.00
207,404,3,18,25,1,4710.00,4710.00
208,405,4,21,31,1,4923.00,4923.00
208,406,2,15,14,2,4846.00,9692.00
208,407,4,20,31,1,3957.00,3957.00
209,408,3,19,29,1,6335.00,6335.00
209,409,1,7,3,1,5648.00,5648.00
210,410,2,14,17,2,4142.00,8284.00
210,411,3,18,19,1,6583.00,6583.00
211,412,4,20,33,1,966.00,966.00
211,413,1,5,5,1,1151.00,1151.00
212,414,2,16,15,2,2030.00,4060.00
212,415,1,7,8,1,4467.00,4467.00
212,416,1,8,3,1,740.00,740.00
213,417,3,19,24,1,1361.00,1361.00
214,418,3,18,21,1,3720.00,3720.00
215,419,3,18,21,1,998.00,998.00
215,420,4,20,34,1,1867.00,1867.00
216,421,2,15,14,2,6117.00,12234.00
217,422,6,25,36,1,4158.00,4158.00
218,423,6,25,36,1,2686.00,2686.00
219,424,4,22,34,1,5372.00,5372.00
220,425,2,16,16,2,4222.00,8444.00
220,426,2,15,15,2,2537.00,5074.00
220,427,3,18,20,1,1354.00,1354.00
221,428,1,4,9,1,2090.00,2090.00
221,429,1,2,5,1,6947.00,6947.00
221,430,2,13,12,2,4384.00,8768.00
222,431,3,18,19,1,3509.00,3509.00
223,432,4,21,34,1,5915.00,5915.00
223,433,2,16,15,2,6902.00,13804.00
223,434,1,10,7,1,4070.00,4070.00
224,435,1,5,6,1,4517.00,4517.00
225,436,4,22,30,1,3195.00,3195.00
226,437,6,24,36,1,4147.00,4147.00
226,438,4,21,33,1,2263.00,2263.00
226,439,6,24,36,1,5217.00,5217.00
227,440,1,9,1,1,1752.00,1752.00
227,441,3,18,28,1,816.00,816.00
227,442,1,2,8,1,3489.00,3489.00
228,443,2,14,16,2,4102.00,8204.00
228,444,3,19,24,1,5834.00,5834.00
228,445,6,25,36,1,1104.00,1104.00
229,446,3,19,19,1,3990.00,3990.00
230,447,3,19,23,1,6547.00,6547.00
230,448,2,13,12,2,3019.00,6038.00
231,449,4,21,31,1,5807.00,5807.00
232,450,2,16,16,2,5811.00,11622.00
233,451,2,16,18,2,3853.00,7706.00
233,452,3,19,22,1,2272.00,2272.00
234,453,3,18,27,1,6314.00,6314.00
234,454,2,15,18,2,2660.00,5320.00
234,455,2,11,13,2,6779.00,13558.00
235,456,6,24,36,1,2474.00,2474.00
235,457,2,12,15,2,625.00,1250.00
236,458,6,24,36,1,5381.00,5381.00
237,459,3,18,25,1,1516.00,1516.00
237,460,4,22,35,1,897.00,897.00
238,461,3,19,24,1,1782.00,1782.00
238,462,3,19,24,1,1382.00,1382.00
238,463,3,18,20,1,2668.00,2668.00
239,464,1,6,2,1,4260.00,4260.00
240,465,2,14,15,2,6409.00,12818.00
240,466,2,12,15,2,1465.00,2930.00
240,467,1,4,10,1,6855.00,6855.00
241,468,6,25,36,1,3262.00,3262.00
241,469,3,18,27,1,6499.00,6499.00
241,470,1,9,8,1,5306.00,5306.00
242,471,3,18,29,1,2129.00,2129.00
242,472,3,18,26,1,4572.00,4572.00
242,473,1,7,1,1,839.00,839.00
243,474,6,25,36,1,3468.00,3468.00
243,475,6,25,36,1,3843.00,3843.00
243,476,6,25,36,1,6624.00,6624.00
244,477,2,14,16,2,2936.00,5872.00
245,478,1,9,10,1,833.00,833.00
245,479,2,12,17,2,3785.00,7570.00
246,480,1,6,5,1,6534.00,6534.00
246,481,2,16,14,2,939.00,1878.00
247,482,6,24,36,1,2810.00,2810.00
247,483,1,4,10,1,1365.00,1365.00
247,484,1,7,11,1,6642.00,6642.00
248,485,1,10,5,1,6464.00,6464.00
249,486,3,18,29,1,6856.00,6856.00
249,487,2,15,18,2,5395.00,10790.00
250,488,2,16,16,2,3398.00,6796.00
250,489,6,25,36,1,1649.00,1649.00
251,490,1,8,3,1,5077.00,5077.00
252,491,3,19,22,1,4707.00,4707.00
253,492,6,24,36,1,1505.00,1505.00
254,493,1,1,8,1,4012.00,4012.00
254,494,3,18,26,1,3557.00,3557.00
255,495,1,8,4,1,5620.00,5620.00
255,496,6,24,36,1,861.00,861.00
256,497,1,1,8,1,1377.00,1377.00
256,498,6,25,36,1,2219.00,2219.00
256,499,4,22,32,1,4192.00,4192.00
257,500,3,18,22,1,6710.00,6710.00
257,501,4,20,35,1,1010.00,1010.00
257,502,1,8,1,1,4209.00,4209.00
258,503,6,25,36,1,2080.00,2080.00
258,504,6,24,36,1,4012.00,4012.00
259,505,2,11,14,2,5223.00,10446.00
259,506,1,5,5,1,6500.00,6500.00
259,507,3,18,21,1,4978.00,4978.00
260,508,6,24,36,1,830.00,830.00
261,509,6,25,36,1,6707.00,6707.00
261,510,6,24,36,1,666.00,666.00
261,511,6,24,36,1,3813.00,3813.00
262,512,1,6,7,1,4616.00,4616.00
262,513,6,24,36,1,1044.00,1044.00
262,514,6,24,36,1,6803.00,6803.00
263,515,6,25,36,1,1623.00,1623.00
263,516,6,25,36,1,595.00,595.00
264,517,4,22,31,1,3633.00,3633.00
264,518,1,6,10,1,4337.00,4337.00
265,519,4,22,35,1,3212.00,3212.00
265,520,3,18,23,1,717.00,717.00
266,521,3,18,26,1,1174.00,1174.00
266,522,2,15,14,2,1515.00,3030.00
266,523,6,24,36,1,1197.00,1197.00
267,524,3,18,20,1,4106.00,4106.00
267,525,1,3,6,1,6198.00,6198.00
267,526,1,10,1,1,4261.00,4261.00
268,527,4,20,33,1,1389.00,1389.00
269,528,4,20,34,1,2621.00,2621.00
269,529,2,17,17,2,953.00,1906.00
270,530,6,25,36,1,2597.00,2597.00
270,531,2,17,12,2,2686.00,5372.00
271,532,4,20,30,1,1855.00,1855.00
272,533,3,19,20,1,5872.00,5872.00
272,534,2,14,18,2,522.00,1044.00
272,535,4,20,31,1,4568.00,4568.00
273,536,2,13,18,2,2480.00,4960.00
273,537,1,10,9,1,4511.00,4511.00
274,538,1,7,5,1,2525.00,2525.00
274,539,2,15,16,2,5730.00,11460.00
275,540,2,14,17,2,1748.00,3496.00
275,541,4,22,32,1,6365.00,6365.00
276,542,3,18,22,1,5844.00,5844.00
276,543,4,20,31,1,4641.00,4641.00
276,544,4,21,33,1,1267.00,1267.00
277,545,3,19,25,1,6910.00,6910.00
277,546,6,24,36,1,6956.00,6956.00
277,547,2,12,14,2,2176.00,4352.00
278,548,1,4,1,1,996.00,996.00
278,549,4,21,30,1,1895.00,1895.00
278,550,4,21,30,1,6614.00,6614.00
279,551,6,25,36,1,5485.00,5485.00
279,552,2,14,12,2,6111.00,12222.00
279,553,4,21,34,1,1553.00,1553.00
280,554,4,22,34,1,1906.00,1906.00
280,555,3,19,23,1,1287.00,1287.00
280,556,3,19,24,1,5364.00,5364.00
281,557,4,22,30,1,5921.00,5921.00
282,558,6,25,36,1,1018.00,1018.00
282,559,1,4,3,1,4676.00,4676.00
282,560,2,12,18,2,2418.00,4836.00
283,561,2,17,15,2,3021.00,6042.00
283,562,3,19,19,1,5105.00,5105.00
284,563,2,12,18,2,1151.00,2302.00
285,564,4,20,33,1,3940.00,3940.00
286,565,4,20,33,1,677.00,677.00
287,566,4,22,34,1,3611.00,3611.00
287,567,1,7,1,1,741.00,741.00
287,568,2,11,17,2,5788.00,11576.00
288,569,6,24,36,1,5018.00,5018.00
288,570,6,25,36,1,3333.00,3333.00
289,571,3,18,19,1,1305.00,1305.00
290,572,6,24,36,1,4259.00,4259.00
291,573,6,24,36,1,503.00,503.00
291,574,3,18,24,1,6098.00,6098.00
291,575,1,6,1,1,6225.00,6225.00
292,576,1,7,2,1,4094.00,4094.00
293,577,2,15,18,2,978.00,1956.00
293,578,2,16,15,2,4625.00,9250.00
293,579,2,16,16,2,3212.00,6424.00
294,580,4,22,30,1,685.00,685.00
294,581,1,4,4,1,3846.00,3846.00
294,582,4,22,34,1,5607.00,5607.00
295,583,2,11,16,2,5144.00,10288.00
295,584,1,3,1,1,1772.00,1772.00
295,585,4,20,35,1,4285.00,4285.00
296,586,1,7,8,1,4873.00,4873.00
296,587,6,24,36,1,2577.00,2577.00
297,588,2,11,16,2,2725.00,5450.00
297,589,3,19,21,1,1231.00,1231.00
298,590,2,11,16,2,1529.00,3058.00
299,591,3,18,20,1,5925.00,5925.00
300,592,4,22,34,1,5769.00,5769.00
301,593,1,6,1,1,2079.00,2079.00
301,594,3,18,22,1,3819.00,3819.00
302,595,2,12,17,2,2964.00,5928.00
302,596,2,15,14,2,5116.00,10232.00
303,597,2,14,18,2,745.00,1490.00
303,598,4,22,33,1,6317.00,6317.00
303,599,6,25,36,1,5707.00,5707.00
304,600,4,22,31,1,5721.00,5721.00
305,601,3,18,23,1,721.00,721.00
305,602,1,5,2,1,6713.00,6713.00
306,603,2,11,16,2,4803.00,9606.00
306,604,2,15,18,2,1188.00,2376.00
306,605,4,20,30,1,6129.00,6129.00
307,606,3,18,21,1,6943.00,6943.00
307,607,6,25,36,1,1948.00,1948.00
307,608,4,20,30,1,6847.00,6847.00
308,609,6,24,36,1,5669.00,5669.00
309,610,2,13,14,2,7000.00,14000.00
309,611,1,9,5,1,554.00,554.00
310,612,3,18,26,1,5338.00,5338.00
311,613,1,1,4,1,6571.00,6571.00
311,614,6,24,36,1,5127.00,5127.00
312,615,1,7,5,1,4286.00,4286.00
312,616,1,5,3,1,6927.00,6927.00
313,617,4,21,30,1,2183.00,2183.00
314,618,4,21,32,1,2105.00,2105.00
315,619,3,19,21,1,6320.00,6320.00
315,620,3,19,23,1,3837.00,3837.00
316,621,6,25,36,1,1969.00,1969.00
317,622,1,4,7,1,3262.00,3262.00
317,623,4,21,33,1,6822.00,6822.00
318,624,4,21,35,1,2102.00,2102.00
318,625,3,18,28,1,2183.00,2183.00
318,626,6,24,36,1,1197.00,1197.00
319,627,4,21,34,1,2088.00,2088.00
319,628,1,2,9,1,4745.00,4745.00
320,629,2,11,15,2,6856.00,13712.00
321,630,4,20,35,1,6220.00,6220.00
322,631,6,25,36,1,4516.00,4516.00
322,632,3,18,27,1,767.00,767.00
322,633,4,21,32,1,6289.00,6289.00
323,634,2,13,14,2,5969.00,11938.00
324,635,4,21,30,1,5729.00,5729.00
324,636,1,4,2,1,2429.00,2429.00
325,637,6,25,36,1,3747.00,3747.00
